rowcode	produit_code	unite_code	taille_code	groupe_code
1079	215.0	993.0	0.0	11.0
1080	215.0	993.0	0.0	11.0
1081	215.0	994.0	0.0	11.0
1082	215.0	997.0	0.0	11.0
1083	215.0	997.0	0.0	11.0
1084	215.0	1000.0	0.0	11.0
1085	215.0	1002.0	0.0	11.0
1086	215.0	1003.0	0.0	11.0
1087	216.0	139.0	1.0	11.0
1088	216.0	139.0	2.0	11.0
1089	217.0	139.0	1.0	11.0
1090	217.0	139.0	2.0	11.0
1091	218.0	101.0	0.0	11.0
1092	218.0	113.0	1.0	11.0
1093	218.0	113.0	2.0	11.0
1094	218.0	113.0	3.0	11.0
1095	218.0	997.0	0.0	11.0
